Measurements for 2 dimensions
L = 4, Mag, MagErr
 0.048178, 0.002030
 0.050939, 0.002450
 0.057239, 0.002415
 0.060072, 0.002493
 0.066682, 0.002703
 0.076512, 0.003676
 0.085135, 0.003985
 0.103769, 0.005132
 0.122210, 0.005730
 0.130923, 0.007431
 0.160729, 0.007981
 0.194999, 0.010398
 0.213463, 0.013547
 0.270088, 0.014126
 0.348544, 0.020868
 0.406224, 0.020809
 0.507807, 0.025351
 0.640565, 0.021980
 0.738159, 0.033503
 0.824223, 0.023492
 0.929315, 0.019822
 1.019868, 0.017631
 1.113979, 0.017348
 1.202636, 0.015082
 1.242385, 0.012727
L = 8, Mag, MagErr
 0.012013, 0.000533
 0.013496, 0.000581
 0.014749, 0.000700
 0.016296, 0.000703
 0.017323, 0.000825
 0.018383, 0.000775
 0.021500, 0.001206
 0.024099, 0.001279
 0.030773, 0.001653
 0.033262, 0.001884
 0.039962, 0.002464
 0.048508, 0.003416
 0.056311, 0.003729
 0.078776, 0.008124
 0.093465, 0.006800
 0.163077, 0.013271
 0.241700, 0.020483
 0.325915, 0.027188
 0.479340, 0.026063
 0.687969, 0.013309
 0.776454, 0.015746
 0.881077, 0.011412
 0.977648, 0.015338
 1.080253, 0.009436
 1.149198, 0.015027
L = 12, Mag, MagErr
 0.005587, 0.000245
 0.006114, 0.000256
 0.006297, 0.000293
 0.006502, 0.000284
 0.007808, 0.000369
 0.008787, 0.000452
 0.009084, 0.000441
 0.009835, 0.000470
 0.012731, 0.000720
 0.015250, 0.000824
 0.016825, 0.000906
 0.021671, 0.001602
 0.026238, 0.002799
 0.035073, 0.003998
 0.049768, 0.005281
 0.070105, 0.008306
 0.127972, 0.018202
 0.250626, 0.027346
 0.314586, 0.046306
 0.564339, 0.020634
 0.682738, 0.024532
 0.822456, 0.009912
 0.914499, 0.012165
 1.006668, 0.013031
 1.109278, 0.010269
L = 16, Mag, MagErr
 0.003144, 0.000143
 0.003516, 0.000160
 0.003668, 0.000174
 0.004060, 0.000175
 0.004383, 0.000230
 0.004879, 0.000212
 0.005816, 0.000262
 0.005945, 0.000325
 0.007138, 0.000410
 0.009037, 0.000476
 0.009480, 0.000642
 0.010962, 0.000875
 0.015466, 0.001104
 0.016907, 0.001626
 0.024179, 0.002307
 0.042316, 0.005691
 0.082757, 0.015431
 0.165302, 0.020693
 0.370327, 0.017512
 0.556845, 0.015840
 0.647280, 0.020617
 0.806143, 0.016828
 0.905410, 0.010023
 0.964396, 0.015032
 1.066301, 0.010629
2L = 8, Mag, MagErr
 0.012297, 0.000534
 0.013284, 0.000612
 0.015059, 0.000647
 0.017009, 0.000761
 0.017122, 0.000797
 0.019575, 0.000890
 0.020236, 0.000909
 0.024303, 0.001118
 0.029206, 0.001459
 0.031308, 0.001784
 0.042419, 0.002980
 0.049338, 0.003767
 0.060271, 0.005173
 0.080149, 0.007137
 0.115172, 0.009682
 0.152961, 0.014239
 0.261830, 0.021634
 0.404027, 0.021629
 0.527060, 0.024391
 0.686628, 0.018214
 0.786971, 0.014880
 0.906155, 0.013307
 1.003859, 0.013074
 1.083287, 0.009794
 1.155569, 0.010941
2L = 16, Mag, MagErr
 0.003043, 0.000132
 0.003662, 0.000196
 0.003700, 0.000187
 0.004174, 0.000196
 0.004465, 0.000236
 0.005566, 0.000294
 0.005902, 0.000333
 0.006798, 0.000376
 0.007948, 0.000485
 0.009532, 0.000553
 0.010276, 0.000891
 0.012355, 0.000803
 0.016313, 0.001296
 0.020216, 0.002342
 0.028380, 0.004456
 0.040810, 0.004039
 0.069943, 0.009101
 0.113532, 0.016322
 0.347678, 0.016831
 0.540705, 0.015939
 0.648113, 0.028514
 0.760632, 0.023322
 0.876552, 0.014254
 0.992570, 0.010725
 1.061583, 0.011108
2L = 24, Mag, MagErr
 0.001295, 0.000058
 0.001502, 0.000071
 0.001619, 0.000071
 0.001830, 0.000076
 0.002074, 0.000096
 0.002065, 0.000117
 0.002482, 0.000114
 0.002770, 0.000144
 0.003235, 0.000203
 0.003682, 0.000204
 0.004451, 0.000308
 0.004861, 0.000324
 0.006047, 0.000422
 0.007956, 0.000654
 0.009797, 0.000956
 0.018907, 0.002656
 0.041796, 0.004965
 0.061882, 0.015746
 0.230662, 0.048075
 0.471387, 0.016519
 0.616238, 0.013142
 0.709229, 0.010398
 0.841275, 0.013059
 0.940967, 0.006958
 0.990300, 0.027683
2L = 32, Mag, MagErr
 0.000751, 0.000034
 0.000815, 0.000038
 0.000925, 0.000044
 0.001020, 0.000047
 0.001100, 0.000054
 0.001189, 0.000056
 0.001350, 0.000064
 0.001647, 0.000087
 0.001747, 0.000116
 0.002152, 0.000116
 0.002468, 0.000138
 0.002941, 0.000223
 0.004016, 0.000296
 0.005461, 0.000495
 0.006703, 0.000571
 0.010891, 0.001269
 0.019775, 0.003358
 0.030020, 0.005482
 0.147336, 0.018130
 0.367047, 0.062126
 0.579182, 0.034678
 0.731827, 0.009921
 0.776679, 0.021918
 0.884943, 0.017887
 0.990881, 0.013574
