Measurements for 4 dimensions
L = 4, Mag, MagErr
 0.003200, 0.000134
 0.003607, 0.000157
 0.004594, 0.000218
 0.005729, 0.000278
 0.007815, 0.000454
 0.011424, 0.000732
 0.027109, 0.002281
 0.106628, 0.011832
 0.439429, 0.008160
 0.694602, 0.007010
 0.904273, 0.004617
 1.083191, 0.003917
 1.228271, 0.003733
 1.369092, 0.003423
 1.504678, 0.003245
L = 5, Mag, MagErr
 0.001283, 0.000068
 0.001450, 0.000064
 0.001887, 0.000076
 0.002213, 0.000098
 0.002817, 0.000134
 0.003976, 0.000241
 0.007913, 0.000853
 0.004850, 0.000000
 0.380614, 0.000000
 0.739549, 0.000000
 0.900552, 0.000000
 1.041516, 0.000000
 1.186782, 0.000000
 1.334755, 0.000000
 1.431352, 0.000000
L = 6, Mag, MagErr
 0.000615, 0.000028
 0.000654, 0.000029
 0.000890, 0.000041
 0.001080, 0.000055
 0.001578, 0.000090
 0.002226, 0.000168
 0.004894, 0.000545
 0.035974, 0.005009
 0.419866, 0.003921
 0.686194, 0.002681
 0.889607, 0.002520
 1.066808, 0.002055
 1.222554, 0.001550
 1.366453, 0.001473
 1.503673, 0.001401
2L = 8, Mag, MagErr
 0.000176, 0.000008
 0.000222, 0.000010
 0.000267, 0.000011
 0.000353, 0.000019
 0.000479, 0.000026
 0.000813, 0.000058
 0.001509, 0.000133
 0.010995, 0.001848
 0.412499, 0.001885
 0.680849, 0.001412
 0.888492, 0.001090
 1.062425, 0.001027
 1.217979, 0.000916
 1.363627, 0.001022
 1.498702, 0.000914
2L = 10, Mag, MagErr
 0.000077, 0.000003
 0.000094, 0.000005
 0.000114, 0.000005
 0.000157, 0.000009
 0.000201, 0.000011
 0.000287, 0.000022
 0.000644, 0.000065
 0.009948, 0.003026
 0.405155, 0.001311
 0.676943, 0.001345
 0.887427, 0.000811
 1.062662, 0.000810
 1.219915, 0.000639
 1.363408, 0.000614
 1.497875, 0.000525
2L = 12, Mag, MagErr
 0.000035, 0.000001
 0.000046, 0.000002
 0.000053, 0.000003
 0.000066, 0.000003
 0.000090, 0.000006
 0.000144, 0.000009
 0.000317, 0.000036
 0.003333, 0.000824
 0.405924, 0.000989
 0.677640, 0.000797
 0.886014, 0.000783
 1.062961, 0.000517
 1.218784, 0.000574
 1.361856, 0.000402
 1.497598, 0.000434
